zona,uso,ndwi_min,ndwi_max,ndwi_mean,ndwi_std
norte,playa,-0.5347180962562561,0.8570998907089233,0.058361531575520834,0.5803804454934435
centro,urbano,-0.5288863778114319,0.854817271232605,0.06065518527560764,0.571784744062164
sur,humedal,-0.5207223296165466,0.8183582425117493,0.1664309353298611,0.5580729883252181
